9/7/2017,Kansas City,42,@New England,27
9/10/2017,@Buffalo,21,NY Jets,12
9/10/2017,Atlanta,23,@Chicago,17
9/10/2017,Baltimore,20,@Cincinnati,0
9/10/2017,Pittsburgh,21,@Cleveland,18
9/10/2017,@Detroit,35,Arizona,23
9/10/2017,Jacksonville,29,@Houston,7
9/10/2017,Oakland,26,@Tennessee,16
9/10/2017,Philadelphia,30,@Washington,17
9/10/2017,@LA Rams,46,Indianapolis,9
9/10/2017,@Green Bay,17,Seattle,9
9/10/2017,Carolina,23,@San Francisco,3
9/10/2017,@Dallas,19,NY Giants,3
9/11/2017,@Minnesota,29,New Orleans,19
9/11/2017,@Denver,24,LA Chargers,21
9/14/2017,Houston,13,@Cincinnati,9
9/17/2017,@Baltimore,24,Cleveland,10
9/17/2017,@Carolina,9,Buffalo,3
9/17/2017,Arizona,16,@Indianapolis,13
9/17/2017,Tennessee,37,@Jacksonville,16
9/17/2017,@Kansas City,27,Philadelphia,20
9/17/2017,New England,36,@New Orleans,20
9/17/2017,@Pittsburgh,26,Minnesota,9
9/17/2017,@Tampa Bay,29,Chicago,7
9/17/2017,Miami,19,@LA Chargers,17
9/17/2017,@Oakland,45,NY Jets,20
9/17/2017,@Denver,42,Dallas,17
9/17/2017,Washington,27,@LA Rams,20
9/17/2017,@Seattle,12,San Francisco,9
9/17/2017,@Atlanta,34,Green Bay,23
9/18/2017,Detroit,24,@NY Giants,10
9/21/2017,LA Rams,41,@San Francisco,39
9/24/2017,Jacksonville,44,Baltimore,7
9/24/2017,@Buffalo,26,Denver,16
9/24/2017,New Orleans,34,@Carolina,13
9/24/2017,@Chicago,23,Pittsburgh,17
9/24/2017,Atlanta,30,@Detroit,26
9/24/2017,@Indianapolis,31,Cleveland,28
9/24/2017,@Minnesota,34,Tampa Bay,17
9/24/2017,@New England,36,Houston,33
9/24/2017,@NY Jets,20,Miami,6
9/24/2017,@Philadelphia,27,NY Giants,24
9/24/2017,@Tennessee,33,Seattle,27
9/24/2017,@Green Bay,27,Cincinnati,24
9/24/2017,Kansas City,24,@LA Chargers,10
9/24/2017,@Washington,27,Oakland,10
9/25/2017,Dallas,28,@Arizona,17
9/28/2017,@Green Bay,35,Chicago,14
10/1/2017,New Orleans,20,Miami,0
10/1/2017,Buffalo,23,@Atlanta,17
10/1/2017,Pittsburgh,26,@Baltimore,9
10/1/2017,Cincinnati,31,@Cleveland,7
10/1/2017,LA Rams,35,@Dallas,30
10/1/2017,@Houston,57,Tennessee,14
10/1/2017,Detroit,14,@Minnesota,7
10/1/2017,Carolina,33,@New England,30
10/1/2017,@NY Jets,23,Jacksonville,20
10/1/2017,@Arizona,18,San Francisco,15
10/1/2017,Philadelphia,26,@LA Chargers,24
10/1/2017,@Tampa Bay,25,NY Giants,23
10/1/2017,@Denver,16,Oakland,10
10/1/2017,@Seattle,46,Indianapolis,18
10/2/2017,@Kansas City,29,Washington,20
10/5/2017,New England,19,@Tampa Bay,14
10/8/2017,@Cincinnati,20,Buffalo,16
10/8/2017,NY Jets,17,@Cleveland,14
10/8/2017,Carolina,27,@Detroit,24
10/8/2017,@Indianapolis,26,San Francisco,23
10/8/2017,@Miami,16,Tennessee,10
10/8/2017,LA Chargers,27,@NY Giants,22
10/8/2017,@Philadelphia,34,Arizona,7
10/8/2017,Jacksonville,30,@Pittsburgh,9
10/8/2017,Seattle,16,@LA Rams,10
10/8/2017,Baltimore,30,@Oakland,17
10/8/2017,Green Bay,35,@Dallas,31
10/8/2017,Kansas City,42,@Houston,34
10/9/2017,Minnesota,20,@Chicago,17
10/12/2017,Philadelphia,28,@Carolina,23
10/15/2017,Miami,20,@Atlanta,17
10/15/2017,Chicago,27,@Baltimore,24
10/15/2017,@Houston,33,Cleveland,17
10/15/2017,@Minnesota,23,Green Bay,10
10/15/2017,@New Orleans,52,Detroit,38
10/15/2017,New England,24,@NY Jets,17
10/15/2017,@Washington,26,San Francisco,24
10/15/2017,@Arizona,38,Tampa Bay,33
10/15/2017,LA Rams,27,@Jacksonville,17
10/15/2017,Pittsburgh,19,@Kansas City,13
10/15/2017,LA Chargers,17,@Oakland,16
10/15/2017,NY Giants,23,@Denver,10
10/16/2017,@Tennessee,36,Indianapolis,22
2017-10-19,@Oakland,31,Kansas City,30
2017-10-22,@Buffalo,30,Tampa Bay,27
2017-10-22,@Chicago,17,Carolina,3
2017-10-22,Tennessee,12,@Cleveland,9
2017-10-22,New Orleans,26,@Green Bay,17
2017-10-22,Jacksonville,27,@Indianapolis,0
2017-10-22,LA Rams,33,Arizona,0
2017-10-22,@Miami,31,NY Jets,28
2017-10-22,@Minnesota,24,Baltimore,16
2017-10-22,@Pittsburgh,29,Cincinnati,14
2017-10-22,Dallas,40,@San Francisco,10
2017-10-22,@LA Chargers,21,Denver,0
2017-10-22,Seattle,24,@NY Giants,7
2017-10-22,@New England,23,Atlanta,7
2017-10-23,@Philadelphia,34,Washington,24 
2017-10-26,@Baltimore,40,Miami,0,
2017-10-29,Minnesota,33,Cleveland,16,London
2017-10-29,@Buffalo,34,Oakland,14,
